,내용,등록일
194,화면이 커서 정말 시원시원한데다가 정말 화질도 좋고 무엇보다 쿼드 스피커가 탑재되서 음질이 엄청 좋네요  사진도 그럭저럭 잘 나오고 배틀그라운드도 잠깐 했는데무리없이 돌아가고 이 정도면 정말 만족합니다  무엇보다도 오랜만에 쓰는 삼성 기기인데 그동안 쓴 기기들샤오미LG화웨이원플러스등보다도더 만족스러운것 같아요  일단 기기 단품만 샀기 때문에 조만간 삼성 삼성 디지털 프라자에 가서 정품 케이스를 사야 될 것 같아요 아무튼 첫 경험이 상당히  만족스럽고 괜찮은 제품이네요 ,2020.10.22. 00:42
195,내 나이 23 중고나라 경력 11년    사기는 남의 일이라고만 생각했던 내가 올해만 두 번 사기를 당했다   둘 다 합치면 학생 입장에선 작은 돈도 아닌 765000원    이건 차차 정리해서 따로 글 정리하도록 하고요      저는 원래 갤럭시탭 S3를 중고로 구입해서 사용하고 있었는데 성능이 너무 구려               누가 갤럭시탭 S3는 삼성 태블릿이 삽질하던 시절에 만든 제품이라 지금 쓰기 힘들 거라 했었는데 참 맞는 말 같기도 하고    삼성 노트에서 PDF 위에 글씨를 써서 저장해놔도 확대하기 전까지는 보이지도 않는 경우도 많고 기기 성능 부족 때문에 그럴 것으로 추정   원노트 사용 시 특히 필기 속도를 태블릿이 따라가지 못하는 모습에 공부하다가 화가 나서 심호흡을 몇 번이나 했는지 몰라요   그래서 돈 없는 저는 또다시 중고나라에서 갤럭시탭 S4를 찾아봤고 그걸로 갈아타려다가 또 사기를 당한   사기 이야기는 그만할게요 네네      암튼 이모가 사업을 하시는데 제게 태블릿과 노트북을 사주시겠다고   너무 죄송해서 처음에는 거절했는데 이모가 혼자 살고 또 이 정도는 해줄 수 있으니까 해주는 거라고 기쁘게 받으라고 말씀해 주셔서   감사하다고 공부 열심히 하겠다고 하고 받았어요    갤럭시탭 S7이랑 갤럭시탭 S7 이 두 개 고민이 너무 컸는데 제가 쓰던 갤럭시탭 S3랑 크기가 비슷한 건 전자더라고요   그래도 이왕 사는 거 더 큰 걸로 살까 했지만 S7는 농담 좀 더 보태서 진짜 무슨 소형 노트북 수준으로 커요    그래서 S7으로 골랐는데 사실 제품 오기 전까지는 플러스 모델로 할 걸 그랬나 후회도 조금 했었거든요   근데 지금 생각해보면 이것도 제게는 크고 무거워서 S7는 어떻게 들고 다녔을까 싶은 게 잘 골랐다는 생각이 듭니다    게다가 오래 쓸 제품인데 아직까지 OLED는 번인 때문에 두려워요    물론 요즘은 기술이 많이 발전해서 번인 현상이 일어나는 시기가 많이 늦춰졌고 이런 대화면에선 더더욱 늦게 찾아온다고 하지만 그래도 불안함을 갖고 사는 것보다는 맘 편히 쓰는 게 좋으니까요     물론 탭 S7이 S3보다 가로 길이는 훨씬 길어요 S3가 97인치고 S7은 11인치   이 둘 비교는 아래에서 더 자세히 해보겠습니다        10월 8일에 신세계백화점 삼성디지털플라자에서 결제했어요   LTE 128gb 6gb 램 모델이 93만 원이었고 LTE 256gb 8gb 램 모델은 100만 원이었는데 저는 사실 게임은 안 하고 필기만 하다 보니 8gb 램이 필요할까 싶어서 그것 나름대로 또 고민이었거든요   근데 신세계에서 자체적으로 100만 원 이상 결제하면 5만 원 상품권을 증정하는 행사를 하고 있어서 긴 고민 없이 256gb 8gb 램 모델로 결정   이모도 이왕 사는 거 최고 좋은 걸로 사라고 옆에서 말씀해 주셔서 감사 또 감사              판매하시는 분이 물량이 부족해서 배송까지 일주일 정도 걸릴 거라더니   다음 날 바로 10월 10일 토요일에 배송 예정이라고 알림톡이 왔어요                 오래 걸릴 줄 알고 자취방인 대전으로 시킨 거였는데 이럴 줄 알았으면 순천으로 시켰죠    암튼 그래서 10월 12일 월요일로 배송 희망 날짜 변경해두고 결국 월요일에 받았답니다   배송 전날 저녁에 기사님께서 전화 주셔서 시간 조율도 했었어요 기대가 컸습니다    푹 자고 있었는데 초인종이 울려서 무거운 몸을 천천히 일으키며 어떤 놈이 내 잠을 방해한 거지 생각하다가 스쳐 지나간 내 태블릿   바로 문 열어드리고 박스 쳐다보면서 흐뭇해하다가 다시 또 잠들고             암튼 지금부터 개봉기 들어갑니다                       늘 설레는 첫 만남 치킨보다 기다렸다 친구야           제 이름이 나왔지만 이런 거 전혀 걱정 안 하는 타입         설레는 마음으로 봉인실도 뜯어주고요           이런 움짤 만드는 맛에 새 제품 사는 거 아닌가요        제 손목에 갤럭시 워치 액티브2도 눈에 들어오시겠지만    오늘은 태블릿에 집중해 주세요                새 태블릿은 처음이라 너무 떨렸지만 이런 일 일숙하다는 듯 무심하게 톡                이런 감성샷도 한 장씩 찍어서 인스타 스토리 업로드하는 건 필수           북 북 북        움짤에서 소리가 들리는 기분  저 때 진짜 너무 설레서   포장재 사이로 비치는 영롱쓰한 탭 S7의 모습이 보이시나여   시스루의 결정체           폭풍간Zi        미스틱 실버도 예쁘긴 했는데 약간 색이 좀 애매해 보여서 미스틱 블랙으로 했어요   사실 제가 어렸을 때부터 새 차 뽑게 되면 저런 색으로 뽑고 싶었었는데 새 차 살 때까지 10년은 넘게 남은 것 같아서 그냥 태블릿 색깔이라도    미스틱 블랙 진짜 고급스러워 보여요           태블릿 밑에는 간단 설명서 유심 핀 usb 케이블 어댑터 S 펜이 들어있어요         기본으로 제공되는 충전기로도 고속 충전이 되기는 하는데 기본 충전기는 15W 고속 충전이고요 탭 S7은 25W 고속 충전까지 지원하니 혹시 필요하시면 구입하셔서 이용하시면 됩니다   많은 분들이 25W 충전기가 안 들어 있어서 아쉽다고 하시던데 저는 비록 15W 지만 고속 충전기가 들어있다는 것 자체로도 만족스럽기 때문에    저것도 충분히 빠르답니다     여분의 펜촉은 따로 들어있지 않아요  전까지는 들어있었던 것 같은데 그렇게 비싼 품목은 아니니 필요하시면 삼성 서비스센터에 방문하셔서 구입하시면 됩니다                     탭 S7도 S7도 초반에 QC 때문에 말이 많아서 저도 수령 후에 제품을 꼼꼼히 살펴봤어요   삼성 멤버스 어플과 전화 어플에서 0누르면 나오는 메뉴에서 이것저것 체크도 해보고요   불량화소도 없고 다 좋았는데 제품 뒤에 저렇게 얼룩이               제품 출고 전에 테스트를 하는 걸로 알고 있는데 그때 테이프를 붙였다가 떼나 봐요   저런 자국이 있는 분들이 생각보다 많더라고요    제가 지워보려 했으나 함부로 지우다가 흠집 날 것 같아서 바로 서비스센터로   혹시 안 지워질 경우 이런 초기 불량은 과실이 없다는 게 확인만 된다면 교환해 주실 거예요   단 제품 개봉하고 발견한 그 상태로 가져가셔야 합니다   테이프를 붙인다거나 케이스를 씌운다거나 하지 마시고 발견하면 바로 가지고 가셔요    지난번 갤럭시 버즈 라이브 샀을 때도 열자마자 흠집이 딱 보였는데 생각 없이 양면테이프로 붙이는 케이스를 씌우는 바람에   뭔가를 장착하거나 하면 처음부터 그랬는지 장착한 제품 때문에 그런 건지 확인이 안돼서 도움을 못 주신대요   그래서 저는 버즈를 교환하지 못하고  그냥 케이스 없이 사용하고 있답니다    이미 흠집이 나있으니까 정이 별로 가지 안가서요              기사님은 너무 친절하셨고 제품 교환받을 수 있도록 서류도 작성해 주시겠다고 했었는데 저는 교환하러 대전에서 광주까지 가기도 너무 번거롭고 또 제품 올 때까지 기다려야 한다는 것도 별로라 지워지면 그냥 사용하고 싶다고 혹시 지워봐주실 수 있냐고 여쭤봤더니 알코올 솜으로 깨끗하게 지워주셨습니다    S 펜 인식 불량이라던가 충전이 아예 안 된다거나 하는 중대한 불량이 아니라서 처음 받은 기기 그대로 사용하고 싶은 마음도 컸고요                 삼성 모바일 스토어 3개월 아르바이트생의 짬에서 나오는 보호필름 장착 실력        스티커 자국이 깨끗하게 지워진 탭을 들고 집으로 돌아와 액정보호필름 장착   보호필름은 탭 살 때 사은품으로 주신 강화유리 필름입니다    디지털플라자 자체 행사였나 기억이 가물가물하네요                                   보호필름 붙일 땐 상하좌우 여백의 비율이 같을 수 있도록 신중하게 붙여야 나중에도 신경이 안 쓰여요    판매자분께서 직접 붙여주고 싶은데 재고가 없어서 직접 붙이셔야 할 텐데 괜찮으세요라고 하시며 걱정하셨지만    저는 삼성 모바일 스토어에서 알바도 했었고 무엇보다 필름 장착 경력이 나름 긴 전문가기 때문에    괜찮다고 말씀드렸습니다    만족스럽게 잘 붙어서 기분이 너무 좋네요              일주일 정도 사용해봤는데 진짜 탭 S3와는 비교도 안되게 좋습니다   120hz 주사율부터 S 펜 반응속도까지 손끝에서 느껴지는 게 달라요    저의 갤럭시탭 활용 팁은 다음번에 정리해서 올려드리겠습니다             지금부터는 제가 과거에 사용하던 갤럭시탭 S3와의 간단 비교 사진                         확실히 탭 S7이 훨씬 고급스러워 보이죠 어휴 동시에 놓고 보니 탭 S3가 확실히 구형 모델인 게 느껴지네요   삼성 플래그십 태블릿 중에는 탭 S3가 마지막 43 비율이었고 그 이후부터는 1610 비율인데요 그렇다 보니 탭 S7이 훨씬 더 길어 보입니다   아이패드도 43비율이에요 문서를 볼 때는 가로로 보나 세로로 보나 이 비율이 더 좋다고 했고 저도 그렇게 알고 있었습니다   직접 사용해보기 전까지는요                         같은 자료를 켜 본 모습입니다   세로 화면에서 탭 S7은 거의 2페이지가 보이는 반면 탭 S3는 두 번째 페이지가 살짝 잘려 보이죠   가로 화면에서는 97인치와 11인치의 크기 차이에도 불구하고 눈으로 보이는 자료의 크기는 동일한 모습이에요                가로 화면에서는 탭 S7에 레터박스여백이 많이 보이게 됩니다   저는 태블릿으로는 거의 필기만 했었기 때문에 43에 비해 1610 비율이 많이 불편하면 어쩌지 하는 생각이 컸는데 막상 사용해보니 적어도 제게는 1610 비율에서 오는 장점이 단점보다 컸습니다   자료화면을 보면서 필기를 하다 보니까 분할 화면을 많이 쓰는데 가로로 길다 보니 자료를 띄워놓고도 필기할 수 있는 나머지 공간이 많이 넓어요   그래서 훨씬 필기할 때 편했습니다   그리고 거의 모든 영상이 레터박스 없이 화면이 거의 꽉 차게 나오니까 몰입감이 커서 영상도 더 많이 보게 되었어요  이건 단점인가    탭 S3에는 종이 질감 필름을 붙여놓고 사용했었는데 화질 저하가 너무 심해서  탭 S7에는 안 붙일 거예요               제 블로그 첫 게시글이자 첫 개봉기는 여기까지입니다    부족하지만 끝까지 봐주셔서 너무 감사해요   탭 활용법 여러 제품들 개봉기 맛집 리뷰 같은 걸로 제 블로그는 채워질 것 같아요    다음 게시글도 많이 기대해 주시고 궁금한 점 있으시면 댓글 부탁드립니다              오늘도 좋은 하루 보내세요,2020.10.17. 00:58
196,50대 아저씨의 갤럭시탭 S7  사용기 입니다 사진이나 뭐 화면 캡쳐나 뭐 그런거 없습니다 먼저 기존에 사용을 하고 있던 탭은 갤럭시탭S4 였습니다 wifiLTE버전이구요 탭S4는 KT에서 구매를 한 제품 이였습니다 이 기종은 현재 딸래미가 사용중입니다 90게임으로 사용을 하더군요 공부하라고 준건데  암튼 그렇다구요지금 이글은 갤럭시탭 S7 키보드 커버를 연결을 해서 사용중입니다 나이가 50대이지만 일찍부터 IT업종에 있다보니 자연스럽게 IT기기를 많이 다루게 되었습니다 그래서인지 항상 새로운 IT 기기가 나오면은 자세히 보기도 하고 가끔은 사서 사용을 해보기도 합니다 하는 일이 그렇다보니 주변에서 많이 물어 보기도 하긴 합니다 지금 사용하는 갤럭시탭 S7은 LTE 기종입니다 메모리는 256GB이구요 그외에의 자세한 사양은 다들 아셔서  생략 하겠습니다사진도 생략이 가능하겠죠 워낙에 많이 쓰이니 사용목적은 전화  PDF 문서 보기 필기  개인일정관리 등입니다 전화는 폰을 하나 더 들고 다니면 되는데 이게 은근 불편하더군요  그래서 갤럭시버즈 이랑 같이 사용해서 메인전화로 사용중입니다  안불편 하시냐구요 좀 불편하긴 합니다  그래도 참고 사용해볼만   합니다  탭S7 하나만 들고 다니니 홀가분 한게 편한점이 있지만 걸어 다니면서 이동하기에는 조금 불편합니다 그래서 조그만한 가방에 넣고 다닙니다  PDF 보기  필기에 사용하는 어플은 삼성노트  노트쉘프  렉쳐노트를 사용중입니다 개인적인 느낌이지만 삼성노트는 이전 버전보다는 좀 많이 좋아 진것 같습니다 제가 사용하기에는 전혀 불편함이 없습니다노트쉘프는 아직은 뭐라 애기를 하기가 힘드네요 필기감은 괜찮은것 같습니다 PDF도 많이 불러와 지고 읽는데  불편함은없습니다렉쳐노트는 공대감성이 폴폴나는 어플이죠  용도는 역시 노트쉘프하고 같습니다삼성노트는 일하면서 전화받을때 메모할때 급한메모등에 사용중이고 노트쉘프등은  PDF필기용으로 사용중입니다키보드 커버가지고 다니기에는 좀 무겁네요 키감은 괜찮은듯 합니다 기존의 탭S4키보드 보다는 오타율도 적고 터치패드가 있어서 좋습니다탈부탁도 쉽고 한가지 단점은 화면이 적어서 그런지 백스페이스를 누를때 화면캡쳐를 자꾸 누른다는 점입니다 이젠 누르는 빈도가 적어지긴 했지만아직은 계속 사용을 할지 중고로 팔지 고민중이긴 합니다사용빈도수가 많지는 않습니다 이글을 쓰면서 이 키보드를 제일 많이 사용하는것 같습니다 사무실이나 집에서 주로 많이 사용하시는 분들 일정부분 노트북 대신 갤럭시탭S7을 사용하시는 분이면 키보드 커버는 좋은 아이템이 될것 같습니다  LCD 오렌지 색상  다행이 제가 받은 제품은 이런 증상이 아주 아주 적었습니다 아주 살짝 있었지만 전체적으로 보면 거의 없었습니다 한달정도 사용을 하면서 아주 약간 이상한 멍 비슷한것이 생겼는데 이건  AS센타에서 교체를 받았습니다 교체 받은 LCD도 다행이 눈으로 보이는 오렌지 액정은 아니였습니다 아마 신경쓰고 봤으면 보일지도  휨 현상 이건 아주 약간 있습니다 신경쓰일정도가 아닌것 같습니다A4용지가 몇장이 들어 가는지 해보지는 않았습니다 하지만 약간 보면은 아주 아주 미세하게 휘어져 있는게 보입니다 전체적으로는 아주 양호한 제품을 받은거 같습니다저는 게임을 많이 한다든지 영상을 많이 보지는 않습니다약간 라이트 하게 기기를 사용하는 편입니다 그래서 사실은 S4정도의 사양도 충분히 업무나 개인용도로 충분히 사용 가능 합니다 S4경우에는 인터넷 탭을 여러개 띄어놓으면 약간 버벅 거리고 페이지가 많은 PDF에는 조금 버벅 되었는데 탭S7은 전혀 그런거 없이 빠르게 동작을 합니다S펜은 정 좋아 졌네요 S4에서는 약간 이질감이 많았는데 S7은 유리판위에 네임펜으로 쓰는듯한 느낌을 받았습니다충전은 기본으로 들어 있는 충전기를 아직 사용중입니다  충전기 용량이 적기는 하지만 충전하는데 불편함은 없어서 초고속충전기를 아직 살계획은 없습니다 동영상은 그리 많이 보는 편이 아니라서 뭐라 딱 말씀드리기 뭐하지만 개인적으로는 크게 상관이 없습니다 OLED보다는 쨍하지는 않지만 못볼정도는 아닙니다  OLED하고 비교하면 안되요  전적으로 개취 인것 같네요아무튼 이번 탭S7은 지금까지 사용하던 탭보다는 훨씬 좋은것 같습니다 개인적으로 아이패드도 사용을 해봤지만 주로 PDF필기 많이 하다보니 아이패드는  할말이 많지 하지는 않겠습니다 하가지 아쉬운 점은 그 펜촉이 얼마나 한다고 기본으로 안주고나쁜 시키들 뭐 그동안 쟁여둔 펜촉이 있으니 당분간 그걸 쓰면 될것 같구요 마지막으로 할말은 암튼 좋네요  들고다니기 적당한 크기고성능도 나쁘지 않구요긴글 읽어 주셔서 감사합니다 ,2020.10.15. 22:25
197,화면 들뜸화면 특정부분 눌렀다 때면 쩍쩍하는 접착제가 얕게 달라붙았다 때지는 소리가 남이 신경이 너무쓰여서 서비스센터 2군데나 방문했는데 정상판정 어떻게 교환 받을 방법이 없을까요 아니면 포기하고 그냥 써야할까요,2020.10.15. 00:53
198,노트10에서 45w와 25w는 속도 크게 차이 없는데 탭은 너무 다르네요 이거 뭐 있고 없고 차이가 너무 심할 듯,2020.10.14. 21:39
199,이번에 학습용필기 인강 과제으로 갤럭시탭s7을 구입했습니다사실 큰 화면을 원해서 탭s7 플러스를 사려고 했었는데삼성 디지털 프라자에 가서 직접 체험해보니s7도 충분히 크고 필기용으론 무리 없겠더라구요그래서 s7으로 구매했습니다1 스팩과 가격주요 스펙은CPU는 퀄컴 스냅드래곤 865128gb 스토리지  6gb 램  256gb 스토리지  8gb 램wifi  wifi  LTE11인치 1610 비율 2560 x 1600 LTPS TFT LCD120Hz 화면 주사율 지원500g의 무게8000 mAh 용량의 내장형 리튬이온베터리45W 초고속충전 지원번들충전기는 15W4096레벨의 블루투스 지원 SPen 번들제공 9ms의 지연율가격은128gb 와이파이모델은 829000원부터256gb LTE모델은 999900원까지에 형성되어 있습니다전 256gb LTE모델로 구매했고삼성카드 할인 6개월 할부 캐시백 프로모션을 통해서 최종 92만원에 구매했으며정품 북커버케이스 정가 6만 8천원  회원가 6만4천원키보드케이스정가 19만 8천원 프로모션 혜택가 9만 9천원삼성 45와트 고속충전기정가 4만원  삼성닷컴 마일리지 4만원으로 구매총 1083000원 들어서 풀세트로 맞췄네요탭s7을 제외한 다른 구성품들은 차후 리뷰로 남기도록 해보겠습니다 갤럭시탭과 각종 악세서리들을 연결한 모습2 장점현존 최상급 스펙을 자랑하는 안드로이드 태블릿4096레벨의 필압을 지원하는 s펜 기본 탑제지연속도 9ms 필기기능 획기적인 개선120hz의 주사율로 부드러운 사용환경 제공특히 필기할 때 60Hz와 차이가 많이 난다고하네요AKG와 협업하여 탑제한 쿼드스피커의 꺠끗한 음질  Dolby Atmos음장을 통한 풍성한 사운드 제공삼성 덱스를 통한 데스크톱 환경 제공덱스모드에 최적화된 한컴오피스 무료제공한글 한쇼 한셀 한워드 등오래가는 베터리블루투스 연결이 필요없는 전용 키보드케이스편리한 멀티테스킹최대 3분활 화면 지원 덱스모드에선 19개 앱 동시 실행 가능3단점1 번들 충전기가 15W45W의 초고속충전을 지원하면서 100만원정도 하는 모델에 15W충전기를 주는건 좀적어도 25W충전기를 넣어줬으면 어떨까하는 생각이 드네요2아직 부족한 덱스 완성도약간의 버그와 최적화가 덜 된 문제가 있는것 같습니다만 곧 개선될거라 믿고있습니다가장 불편했던건 덱스모드에서 문서작성 후 종료 버튼 클릭 시 저장되지 않고 바로 종료가 된다는것3 중국산 저가형 LCD 탑제품질이 막 떨어지지는 않는데 플러스모델과 급차이를 둔거같아서 좀 아쉽네요4 여분 펜촉 제공 X 번들 이어폰도 제공하지 않음충전기도 그렇고구성품 자체가 너무 간소화된 느낌이네요뭐 이번에 아이폰12에서는 충전기도 제공안해준다고 하니 이정도만해도 고마워해야하는건지4 그 외무게  그럭저럭 묵직한 정도디자인  평범한 10인치대의 태블릿 그래도 색상은 참 잘뺀거 같아요소프트웨어  삼성노트 덱스 등 주요 애플리케이션들은 삼성맴버스를통해 사용자 피드백을 잘 반영해주는 편5 총평안드로이드 플래그쉽 태블릿에서는 현재로써는 대안이 없네요가격만 부담되지 않는다면구매 후 그 이상의 만족감을 얻으실 수 있을 것입니다단순 필기 학습용으로 구매하실분들은 가격이 너무 부담스러우시다면 s6라이트를 고려해보시는것도 나쁘진 않을 것같네요,2020.10.14. 20:16
200,와이프랑 같이 쓸꺼라 브론즈로 샀네요원래 11인치 사려고 했었는데 갤탭은 역시 아몰레드라는 생각을 가지고 124인치로 질렀습니다 원래 쓰던 태블릿이 아이패드 프로 3세대였는데 비교해보자면1 펜  s펜이 제 취향이네요 필기감이 좋아요 애플펜슬2는 그림그리기 좋은 느낌2 디스플레이  비교불가죠 동영상 보는데 완전 스티커 붙여놓은줄 알았습니다  3 터치감 및 스크롤  갤럭시도 드디어 120헤르츠를 지원하면서 큰 차이가 없어졌네요 엄청나게 발전했네요  4 가로모드 지원 및 앱  어플은 아이패드쪽이 더 많아요 하지만 가로모드 지원안되는 앱이 꽤 많아서 아이패드도 상당히 불편했는데 이번 탭은 로테이션 어플 및 새로 업뎃된 굿락 기능으로 인해 강제 가로모드 지원  진짜 최고입니다 전 태블릿 가로로밖에 안쓰는데 이 기능 없었으면5 위젯기능  아이패드 ios14 업뎃으로 위젯아직도 별로입니다 아이폰은 그래도 조금이나마 안드따라가는데 아이패드는 왜 위젯을 자유배치 안되게 했는지 이해가 안되네요6 파일관리  애플이 파일관리 잘된다고 광고했었죠 아직도 별로입니다 사진 순서도 엉망으로  사진 파일명 바꾸기도 힘들구요유료어플 사야함총평 전문적인 환경속에서는 아이패드프로가 더 좋습니다애플생태계 아이맥  맥북프로 등등가 구성되어있는 상태에선 아이패드 프로 확실히 빛을 발휘합니다하지만 저처럼 라이트하게 쓰는 유저들한텐 갤럭시 탭s7이 훨씬 쓰기좋네요제가 5년간 아이패드 이것저것 쓰면서 느꼈던게애플이라는 마크 때문에 불편함을 느끼며 감성으로 썼던 여러가지 부분들이  왜 굳이 라는 생각을하여튼 이번 탭s7 정말 괜찮습니다,2020.10.14. 16:11
201,기존에 미니가 저렴해서 미니5와 펜슬1을 구매해서 나름 적응하면서 필기하고 있었습니다 자주는 아니고 읽쓰고 영어문장보면서 쓰는정도 이번에 7사고 필기하는데 기분이 좋더군요아직 케이스가 오지 않아 탭을 독서대에 올려놓고 e book 켜놓고 아이패드 미니로 필기하는데굿노트미끌거려서 도저히 집중이 안되더라고여 물론 애플펜슬2와 비교해야 맞는거지만 지금 프로도 없고 2도 없는관계로 비교불가 이상 푸념이었습니다  탭 케이스를 기다리며 ,2020.10.12. 23:36
202,기다리다 눈빠질뻔근데좋네요,2020.10.12. 23:15
203,두근거리는 첫 만남 하이갤럭시 플레이 뮤직 영롱쓰 무심하게 톡 북북북 근데 뒷판에 테이프 자국인지 도장불량인지손으로 문질러봐도 안지워져서 센터가는중입니다 이거 말고는 양품이라 안해주시면 그냥 쓰려구요노트10 살 때 불량화소 두 번 버즈라이브 도장불량에 이번 탭까지이정도면 제가 운이 나쁜건가요 QC가 개판인건가요 ,2020.10.12. 13:12
204, 올레포빅 아니면 강화유리가 좋을까요,2020.10.12. 12:39
205,갤럭시탭S2 80을 6개월전에 보내고한동안 탭없이 살았습니다거의 가정용 거실용으로만 사용하다가 제가 팔아버리고 나니부모님이 아쉬우셨나봅니다  어른들은 아무래도 큰 화면을 선호 하셔서나름 큰맘 먹고 wifi 64기가 질렀네요작동도 잘되고 와이파이 안잡힌다고 그러셨는데아직까지는 잘 됩니다 멀리 있는 공유기로도요블루투스 키보드 마우스 연결 후 덱스 모드 처음 써 봤는데신세계네요  쿼드 스피커도 마음에 들고요너무 고사양보단 저에겐 갤탭S5e이 딱이네요  ,2020.10.12. 10:14
206,이번주에 갤탭 s7을 샀습니다원래 10인치 이상패드는 그냥 영상감상용으로 싼마이로 살려고 했는데 추석이 겹치면서 제가 주문한 제품이 2주뒤에 온다고 하더라구요그래서 바로 취소하고 쿠팡으로 플렉스 해버렸습니다 안드 테블릿을 오랜만에 써봐서 기대가 많이 됐고 아이패드는 이미 가지고 있었기 때문에 비교를 한번 해봤습니다확실히 큰화면과 멀티테스킹 확장성 블루투스를 이용한 악세사리 활용등은 진짜 신세계였습니다 애플os가 요즘엔 어느정도 지원을 한다지만 확실히 제한적인게 많은데 안드로이드는 그런게 없어서 너무 편하더라구요하지만 장점도 있듯이 단점도 있었습니다 내맘대로 할 수 있다는건 좋은데 화면에 맞게 최적화가 덜되어 있는 느낌입니다특히 분할화면을 했을경우 항상 실행할때마다 화면 배치가 계속 바뀝니다 유투브를 예를들면 유투브영상이 하나만 크게나왔다가 테블릿모드처럼 나왔다가 분할화면 화면크기 조정할때마다 계속 바뀌고 껏다 킬때마다 나오는게 다 다릅니다  ppi를 조정해주면 테블릿 모드처럼 나오지만 영상볼때 화면이 모바일모드 테블릿모드 계속 바뀌고 트위치도 마찬가지입니다 이런거 설정을 따로 할 수 있는지는 잘 모르겠네요 갤폴드1은 해도해도 안되서 그냥 포기했었는데그리고 게임을 돌리는데피파모바일 생각보다 많이 느립니다 메인화면에서 터치도 안되는 상태로 12분 멍때리더라구요나중에 다시 접속할땐 1분정도 기다리면 되구요 이게 전체적으로 데이터 받아오는게 좀 느립니다 속도는 제대로 나오는데 왜 이런지 모르겠어요인터넷도 페이지 전환할때 12초 잠깐 멈췄다가 화면나오고 그럽니다 문제는 있는거 같은데 뭐가 문제인지 모르겠네요 담주에 센터 함 가봐야 할듯합니다화면은 크기도 하고 lcd인데도 상당히 좋습니다 노란액정도 아니구요 진짜 영상볼때는 엄청 만족스럽네요 근데 영상은 위에 글 처럼 멈추는게 없는데 흠제가 게임패스 얼티밋 등록한 상태라 이것도 해보았습니다 와이파이 상태에서는 잘 작동하지만 소리가 좀 끊깁니다 플스패드로 조작했는데 딜레이를 거의 못느꼈어요 그런데 lte로 하면 사운드는 우선끄고 하셔야 합니다 그리고 화면도 좀 끊기네요이정도면 액션겜이나 포르자 같은겜 fps는 못할거 같아요 갤럭시탭 사면서 원한것중의 하나인데 좀 아쉽네요이런저런 이야기를 했지만 결론은 만족스럽습니다 애초에 영상시청이 주목적인만큼 그거 하나는 확실하네요 세줄요약1 갤럭시탭 s7삼2 장점은 호환성 단점은 화면에 최적화가 덜 되어있고 의외로 좀 느림3 영상시청 하나는 제대로 만족중 ,2020.10.11. 22:50
207,생각보다 너무 무거워요제가 생각을 잘못했었네요그래도 성능 짱,2020.10.11. 09:12
208, 정리를 못하던 저도 태블릿을 처음 써봐도 이정도는 할 수 있어요주저말고 사세요 갤탭 너무 소중해요 ,2020.10.09. 23:58
209,아래 사진의 질문처럼 끊김이 너무 심해서 판매사이트에 교환신청 넣었는데 그 후 바로 괜찮아졌습니다 전 월요알날 교환신청 취소해야겠네요 지 버릴거 알아보리고 고쳐져버린 s6라이트 ,2020.10.09. 20:10
210,갤럭시탭S7플러스인데 주문한지가 언제인데 이제서야 받았네요그래도 어제부터 사용하고 있는데 와 키보드 키감 죽이네요글쓰는 맛이 납니다 근데 지금 네이버에 글쓰고 있는데 빨리 쓰면 자동으로 스페이스가다른 곳은 문제없는데 네이버가 왜이해불가네요,2020.10.09. 07:34
211,확실히 필기횟수가 늘었네요  6쓸때는 펜을 잘 안썼는데,2020.10.08. 16:10
212,좀 더 일찍 나올 가능성은 없을지 존버중인데 내년 말 말씀하시는 분도 계셔서 우울하네요,2020.10.08. 09:23
213,탭s7 샀습니다대한민국 모임의 시작 네이버 카페cafenavercom 탭s7 왔습니다저는 우체국까지가서 직접 택배를 샀습니다 제가 산 기종탭s7 기본용량256네트워크와이파이컬러미스틱블랙 어떻게 100만원짜리 기기에 펜촉이 1개도 없냐 근데 뒷판은 이쁘다근데 검은색 전자기기는 이 태블릿이 처음이다 탭s7 시작알림인가 탭s4는 아몰레드고 탭s7은 LCD인데 탭s7이 베젤이 많이얇아보이는건 머지 후면은 탭s7이 더 나은듯어제 23만에 탭s4 보내고 오늘은 휠링실드 종이질감 강화유리필름 주문했습니다 먼지땜에 조금 기포가 있네요그럼 저는 20000,2020.10.07. 22:56
214,애초부터 플러스 사고싶었는데 오래 쓸 생각에 번인도 걱정되고 일반 모델 샀는데결국 화면 크기 불만족 스러워서 플러스로 다시 넘어가려고요후회 안 하겠죠,2020.10.07. 02:05
215,탭 오늘 와서 사용하는데 120hz 참 좋은데 탭사용하다가 갤10 사용하면 하 부조화네요 s20이상으로 가야겠습니닼,2020.10.07. 00:45
216,엄첫인상은  갤럭시랩에서 부스트도 해보고 앱도 많이 안설치했는데 왤케 버벅거릴까요 그리고 블루투스 스피커와 연결시에 유튜브 음성이 너무 끊겨요 45만원짜리가 이래도 되는가 싶습니다,2020.10.06. 21:39
217,어머니 유튜브 머신으로 쓰시라고 사드렸는데 왼쪽 하단부에 무한 터치 버그있는 상태라 화딱지 나서 사용할 수가 없네요미개봉 중고거래 한 거라 교환하기 힘들고 수리는 되는데 지금 부품이 하나도 없고 언제 들어올지도 모른다네요  속상,2020.10.06. 17:58
